0	2	4	3	3	0		
1	2	4	5	3	0		
2	2	4	4	3	0		
3	2	4	2	2	0		
4	2	4	4	1	0		
5	2	1	3	4	0		
6	2	1	5	3	0		
7	2	1	1	3	0		
8	2	1	4	3	0		
9	2	1	3	2	0		
10	2	1	5	1	0		
11	2	6	5	5	1	601	
12	2	6	5	5	1	601	
13	2	6	5	5	1	602	
14	2	6	3	5	0		
15	2	6	3	5	0		
16	2	6	2	5	0		
17	2	6	2	5	0		
18	2	6	2	5	0		
19	2	6	1	5	0		
20	2	6	1	5	0		
21	2	6	1	5	0		
22	2	3	4	4	0		
23	2	3	2	3	0		
24	2	3	1	3	0		
25	2	3	5	2	0		
26	2	3	1	2	0		
27	2	5	2	4	0		
28	2	5	5	4	0		
29	2	5	3	3	0		
30	2	5	1	3	0		
31	2	5	2	1	0		
32	2	2	3	4	0		
33	2	2	1	4	0		
34	2	2	1	2	0		
35	2	2	4	2	0		
36	2	2	3	1	0		
37	2	2	2	1	0		
38	2	2	5	1	0		
39	1	7	5	11	0		
40	1	7	5	11	0		
41	1	7	5	11	0		
42	1	7	5	11	0		
43	1	7	4	11	0		
44	1	7	4	11	0		
45	1	4	3	9	2	404	2202
46	1	4	3	9	2	404	2202
47	1	4	3	9	2	404	2201
48	1	4	3	9	2	404	2201
49	1	4	2	9	2	102	301
50	1	4	2	9	2	102	301
51	1	4	2	9	2	102	301
52	1	4	2	9	2	102	301
53	1	4	2	9	2	102	301
54	1	4	5	9	2	701	602
55	1	4	4	9	2	1602	1104
56	1	4	4	9	2	1602	1104
57	1	4	1	9	2	202	2301
58	1	4	1	9	2	202	2301
59	1	4	1	9	2	201	2301
60	1	4	1	9	2	201	2301
61	1	4	1	9	2	201	2301
62	1	4	4	9	2	1601	1104
63	1	4	4	9	2	1601	1104
64	1	4	5	9	1	602	
65	1	4	5	9	1	602	
66	1	1	3	6	2	401	2202
67	1	1	3	6	2	401	2202
68	1	1	3	6	2	401	2202
69	1	1	3	6	2	401	2202
70	1	1	2	6	2	101	301
71	1	1	2	6	2	101	301
72	1	1	2	6	2	101	301
73	1	1	2	6	2	102	301
74	1	1	2	6	2	102	301
75	1	1	5	6	2	701	602
76	1	1	5	6	2	701	602
77	1	1	5	6	2	701	602
78	1	1	1	6	2	202	2301
79	1	1	1	6	2	202	2301
80	1	1	1	6	2	202	2301
81	1	1	1	6	2	202	2301
82	1	1	4	6	2	1601	1101
83	1	1	4	6	2	1601	1101
84	1	1	4	6	2	1601	1101
85	1	1	4	6	2	1601	1101
86	1	1	4	6	2	1601	1101
87	1	3	3	8	2	403	2201
88	1	3	3	8	2	403	2201
89	1	3	3	8	2	403	2201
90	1	3	3	8	2	403	2201
91	1	3	3	8	2	403	2201
92	1	3	2	8	2	101	302
93	1	3	2	8	2	101	302
94	1	3	2	8	2	101	302
95	1	3	2	8	2	101	302
96	1	3	5	8	2	701	601
97	1	3	5	8	2	701	601
98	1	3	5	8	2	701	601
99	1	3	5	8	2	701	601
100	1	3	4	8	2	1602	1103
101	1	3	4	8	2	1602	1103
102	1	3	4	8	2	1602	1103
103	1	3	4	8	2	1602	1103
104	1	3	1	8	2	202	2301
105	1	3	1	8	2	202	2301
106	1	3	1	8	2	202	2301
107	1	3	1	8	2	202	2301
108	1	5	2	10	2	101	301
109	1	5	2	10	2	101	301
110	1	5	3	10	2	405	2201
111	1	5	3	10	2	405	2201
112	1	5	3	10	2	405	2201
113	1	5	3	10	2	405	2201
114	1	5	3	10	2	405	2201
115	1	5	2	10	2	102	301
116	1	5	2	10	2	102	301
117	1	5	5	10	2	701	601
118	1	5	5	10	2	701	601
119	1	5	5	10	2	701	601
120	1	5	5	10	2	701	601
121	1	5	1	10	2	201	2301
122	1	5	1	10	2	201	2301
123	1	5	1	10	2	201	2301
124	1	5	1	10	2	201	2301
125	1	5	4	10	2	1601	1105
126	1	5	4	10	2	1601	1105
127	1	5	4	10	2	1601	1105
128	1	5	4	10	2	1601	1105
129	1	2	2	7	2	101	302
130	1	2	2	7	2	101	302
131	1	2	2	7	2	101	302
132	1	2	2	7	2	101	302
133	1	2	3	7	2	402	2202
134	1	2	3	7	2	402	2202
135	1	2	3	7	2	402	2201
136	1	2	3	7	2	402	2201
137	1	2	5	7	2	701	602
138	1	2	5	7	2	701	602
139	1	2	5	7	2	701	602
140	1	2	4	7	2	1602	1102
141	1	2	4	7	2	1602	1102
142	1	2	4	7	2	1602	1102
143	1	2	4	7	2	1602	1102
144	1	2	4	7	2	1602	1102
145	1	2	4	7	2	1602	1102
146	1	2	1	7	2	201	2301
147	1	2	1	7	2	201	2301
148	1	2	1	7	2	201	2301
149	1	2	1	7	2	201	2301
